antibiotic_class,treatment,comparison,regulation,gene,gene_id,baseMean,log2FoldChange,FoldChange,pvalue,padj,signal_strength,padj_source,Product,Note,Locus,Protein ID,COG Class,COG Annotation,GeneID,Protein product,Protein Length,Protein name
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,yjfI,yjfI,1.1522991999999999,-0.3371566904746933,0.7915998858863328,0.515496128631679,0.6941889790285043,0.05344684914098728,BH_from_pvalue,DUF2170 family protein,,NC_000913.3:4410132-4410534,16132003,(POORLY CHARACTERIZED) [S] Function unknown,"[COG3789] Uncharacterized protein YjfI, DUF2170 family",948704,NP_418602.1,133,DUF2170 family protein
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,allR,allR,50.410979999999995,-0.11935367152994569,0.9205999877454666,0.1522843571729159,0.3573905946936329,0.05333400937612663,BH_from_pvalue,glyoxylate-inducible transcriptional repressor of all and gcl operons,,NC_000913.3:533010-533826,16128490,(INFORMATION STORAGE AND PROCESSING) [K] Transcription,"[COG1414] DNA-binding transcriptional regulator, IclR family",945333,NP_415039.1,271,glyoxylate-inducible transcriptional repressor of all and gcl operons
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,yeeN,yeeN,39.35502,0.3132760742753353,1.2425260289481306,0.4907073371916025,0.6761464144775655,0.05324416682555284,BH_from_pvalue,UPF0082 family protein,,NC_000913.3:2056857-2057574,16129927,"(INFORMATION STORAGE AND PROCESSING) [K] Transcription; [J] Translation, ribosomal structure and biogenesis",[COG0217] Transcriptional and/or translational regulatory protein YebC/TACO1,946493,NP_416490.1,238,UPF0082 family protein
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,yeeW,yeeW,5.704026000000001,-0.8385329851464864,0.5592119186931049,0.72945434625216,0.8641646486201746,0.053165929349237966,BH_from_pvalue,,CP4-44 prophage%3B uncharacterized protein%3BPhage or Prophage Related,NC_000913.3:2077568-2078107,-,-,-,-,-,-,-
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ynjH,ynjH,6.264,0.41562605223917615,1.3338773827327242,0.5801009790811728,0.7451395300283807,0.053101380460992643,BH_from_pvalue,DUF1496 family protein,,NC_000913.3:1841489-1842135,-,-,-,-,-,-,-
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,hscA,hscA,39.0265,-0.2259501842880125,0.8550317013022543,0.37836080378950104,0.5822545103597853,0.05307279224763947,BH_from_pvalue,DnaK-like molecular chaperone specific for IscU,DnaK-homologue chaperone Hsc66,NC_000913.3:2657084-2658935,16130451,"(CELLULAR PROCESSES AND SIGNALING) [O] Posttranslational modification, protein turnover, chaperones",[COG0443] Molecular chaperone DnaK (HSP70),944885,NP_417021.1,616,DnaK-like molecular chaperone specific for IscU
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,chaA,chaA,12.58408,0.18094195160630422,1.1336237992824134,0.3003432947385624,0.5089944226022383,0.05306791790806491,BH_from_pvalue,calcium/sodium:proton antiporter,sodium-calcium/proton antiporter,NC_000913.3:1270748-1271849,16129179,(METABOLISM) [P] Inorganic ion transport and metabolism,[COG0387] Ca2+/H+ antiporter,945790,NP_415734.1,366,calcium/sodium:proton antiporter
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,sgcX,sgcX,7.912184000000001,0.2323376087493254,1.1747368422179967,0.3886012386178553,0.5924838062762643,0.05281580194809753,BH_from_pvalue,putative endoglucanase with Zn-dependent exopeptidase domain,putative lyase/synthase,NC_000913.3:4530254-4531651,90111726,(METABOLISM) [E] Amino acid transport and metabolism; [G] Carbohydrate transport and metabolism,[COG1363] Putative aminopeptidase FrvX,948840,NP_418725.4,373,putative endoglucanase with Zn-dependent exopeptidase domain
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,napH,napH,7.548078000000001,0.2551096816074998,1.193426470423425,0.4266376228011131,0.62184660152604,0.05263339652668775,BH_from_pvalue,ferredoxin-type protein,ferredoxin-type protein: electron transfer,NC_000913.3:2298268-2300260,16130141,(METABOLISM) [C] Energy production and conversion,[COG0348] Polyferredoxin,945984,NP_416708.1,287,ferredoxin-type protein
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,hscC,hscC,2.75714,-0.12171093025045066,0.9190970225543119,0.16422902043311222,0.3702013159332737,0.052525817570551914,BH_from_pvalue,Hsp70 family chaperone Hsc62%3B RpoD-binding transcription inhibitor,,NC_000913.3:681722-683393,16128633,"(CELLULAR PROCESSES AND SIGNALING) [O] Posttranslational modification, protein turnover, chaperones",[COG0443] Molecular chaperone DnaK (HSP70),945218,NP_415183.1,556,Hsp70 family chaperone Hsc62; RpoD-binding transcription inhibitor
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,gspF,gspF,2.4012599999999997,0.23448480218105794,1.1764865295411575,0.3945378825284102,0.5975360508060283,0.05243921685157205,BH_from_pvalue,general secretory pathway component%2C cryptic,,NC_000913.3:3458338-3461013,16131206,"(CELLULAR PROCESSES AND SIGNALING) [N] Cell motility; [U] Intracellular trafficking, secretion, and vesicular transport; [W] Extracellular structures","[COG1459] Type II secretory pathway, component PulF",947829,NP_417786.1,398,"general secretory pathway component, cryptic"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,torA,torA,2.3682480000000004,0.20744510415710193,1.1546415957023692,0.35362030403434147,0.5588631855026228,0.052420236480968704,BH_from_pvalue,trimethylamine N-oxide (TMAO) reductase I%2C catalytic subunit,trimethylamine N-oxide reductase subunit,NC_000913.3:1058083-1062398,16128963,(METABOLISM) [C] Energy production and conversion,[COG0243] Anaerobic selenocysteine-containing dehydrogenase,946267,NP_415517.1,848,"trimethylamine N-oxide (TMAO) reductase I, catalytic subunit"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,yfjD,yfjD,9.615248,-0.16666298979483107,0.8909009886995958,0.276769266005554,0.48510896545540416,0.05235896136524718,BH_from_pvalue,UPF0053 family inner membrane protein,putative membrane protein,NC_000913.3:2748773-2750060,145698304,(METABOLISM) [P] Inorganic ion transport and metabolism,"[COG4536] Mg2+ and Co2+ transporter CorB, contains DUF21, CBS pair, and CorC-HlyC domains",2847739,YP_026171.3,428,UPF0053 family inner membrane protein
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,stfE,stfE,0.7748126,0.33710518898282504,1.2632193616395664,0.5228254806163357,0.7000892883761709,0.0521995812867122,BH_from_pvalue,,pseudogene%2C e14 prophage%3B side tail fiber protein fragment family%3BPhage or Prophage Related,NC_000913.3:1208131-1209619,-,-,-,-,-,-,-
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,sra,sra,632.3349999999999,0.1023714433543308,1.0735366488358558,0.11537736976196025,0.30925127024094906,0.05217754820897564,BH_from_pvalue,stationary-phase-induced ribosome-associated protein,stationary phase-induced ribosome-associated protein,NC_000913.3:1555825-1555963,-,-,-,-,-,-,-
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,glrK,glrK,9.050848,-0.18419785878142436,0.880138298492894,0.31060530100544537,0.5210304446406341,0.05215321061870882,BH_from_pvalue,sensor protein kinase regulating glmY sRNA in two-component system with response regulator GlrR,putative 2-component sensor protein,NC_000913.3:2689670-2691098,90111458,(CELLULAR PROCESSES AND SIGNALING) [T] Signal transduction mechanisms,[COG2205] K+-sensing histidine kinase KdpD,947013,NP_417051.2,475,sensor protein kinase regulating glmY sRNA in two-component system with response regulator GlrR
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,dcuA,dcuA,1044.8781999999999,0.17812325150508457,1.1314111167905003,0.30100249947328905,0.5097235175561364,0.052130499920167536,BH_from_pvalue,C4-dicarboxylate antiporter,anaerobic dicarboxylate transport,NC_000913.3:4365471-4366773,16131963,(METABOLISM) [G] Carbohydrate transport and metabolism,[COG2704] Anaerobic C4-dicarboxylate transporter,948659,NP_418561.1,433,C4-dicarboxylate antiporter
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,flu,flu,11.623744,0.21970124910625133,1.1644924203421891,0.37586195361447605,0.5794104631203765,0.052072198580265315,BH_from_pvalue,CP4-44 prophage%3B antigen 43 (Ag43) phase-variable biofilm formation autotransporter,antigen 43%2C phase-variable bipartite outer membrane fluffing protein,NC_000913.3:2071538-2074658,49176177,"(CELLULAR PROCESSES AND SIGNALING) [M] Cell wall/membrane/envelope biogenesis; [U] Intracellular trafficking, secretion, and vesicular transport","[COG3468] Type V secretory pathway, adhesin AidA",946540,YP_026164.1,1039,CP4-44 prophage; antigen 43 (Ag43) phase-variable biofilm formation autotransporter
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,paaA,paaA,1.9034492,0.3442761095568967,1.2695138281179164,0.5322645268550895,0.7069671148568144,0.05184825314437996,BH_from_pvalue,ring 1%2C2-phenylacetyl-CoA epoxidase subunit,,NC_000913.3:1453926-1454856,16129349,"(METABOLISM) [Q] Secondary metabolites biosynthesis, transport and catabolism","[COG3396] 1,2-phenylacetyl-CoA epoxidase, catalytic subunit",945833,NP_415906.1,309,"ring 1,2-phenylacetyl-CoA epoxidase subunit"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,yrdD,yrdD,59.5947,-0.13709262582912896,0.9093498666348205,0.21478761140655908,0.42013815728558923,0.05163016231296355,BH_from_pvalue,ssDNA-binding protein%2C function unknown,putative DNA topoisomerase,NC_000913.3:3431419-3431962,49176335,"(INFORMATION STORAGE AND PROCESSING) [L] Replication, recombination and repair",[COG0551] ssDNA-binding Zn-finger and Zn-ribbon domains of topoisomerase 1,947782,YP_026210.1,180,"ssDNA-binding protein, function unknown"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,gspA,gspA,1.2625562,0.35138066087385134,1.27578096719913,0.5410499783093206,0.7137050380542505,0.051470674052840365,BH_from_pvalue,general secretory pathway component%2C cryptic,putative export protein A for general secretion pathway (GSP),NC_000913.3:3453928-3455398,16131202,(CELLULAR PROCESSES AND SIGNALING) [M] Cell wall/membrane/envelope biogenesis,[COG3409] Peptidoglycan-binding (PGRP) domain of peptidoglycan hydrolases,947825,NP_417782.1,489,"general secretory pathway component, cryptic"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ygjP,ygjP,6.592156,-0.3020349738626753,0.8111074924430484,0.49090618128406893,0.6762111135757038,0.05132108682552773,BH_from_pvalue,putative metal dependent hydrolase,,NC_000913.3:3235959-3236463,90111536,(POORLY CHARACTERIZED) [R] General function prediction only,[COG1451] Predicted metal-dependent hydrolase,947650,NP_417556.2,167,putative metal dependent hydrolase
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,yidE,yidE,18.983420000000002,0.2543962544101461,1.1928364549357282,0.43452711630496665,0.6285269018352175,0.051305651863687685,BH_from_pvalue,putative transporter,putative transport protein,NC_000913.3:3863898-3866273,90111636,(POORLY CHARACTERIZED) [R] General function prediction only,"[COG2985] Uncharacterized membrane protein YbjL, putative transporter",948193,NP_418140.4,553,putative transporter
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,yehY,yehY,1.70874,0.21476610881163727,1.1605157551364853,0.3738419815163224,0.5776968072581282,0.05117877074320159,BH_from_pvalue,putative ABC transporter permease,putative transport system permease protein,NC_000913.3:2216480-2218557,16130068,(METABOLISM) [E] Amino acid transport and metabolism,"[COG1174] ABC-type proline/glycine betaine transport system, permease component",946660,NP_416634.1,385,putative ABC transporter permease
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,clsB,clsB,2.740346,-0.23151290883427955,0.8517412290808398,0.3990511802354971,0.6020250269089913,0.051022077571158654,BH_from_pvalue,cardiolipin synthase 2,cardiolipin synthase activity,NC_000913.3:821541-824497,16128757,(METABOLISM) [I] Lipid transport and metabolism,[COG1502] Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase or related enzyme,945409,NP_415310.1,413,cardiolipin synthase 2
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ygfI,ygfI,5.927128000000001,-0.26808295129448023,0.8304222755500367,0.4539791331785947,0.6459300418380005,0.0508860357009895,BH_from_pvalue,putative DNA-binding transcriptional regulator,putative transcriptional regulator LYSR-type,NC_000913.3:3064801-3067173,90111513,(INFORMATION STORAGE AND PROCESSING) [K] Transcription,"[COG0583] DNA-binding transcriptional regulator, LysR family",947401,NP_417396.4,298,putative DNA-binding transcriptional regulator
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,chaC,chaC,7.9613879999999995,0.2134111286493705,1.1594263096351112,0.373676242199822,0.5776411910672248,0.05086480218641858,BH_from_pvalue,cation transport regulator,cation transport regulator,NC_000913.3:1272506-1273202,145698247,(METABOLISM) [P] Inorganic ion transport and metabolism,[COG3703] Cation transport regulator ChaC,945793,NP_415736.2,231,cation transport regulator
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ybgS,ybgS,11.496497999999999,-0.35482329480459196,0.7819654145048262,0.5479963320390286,0.7192451858012251,0.05078338731533071,BH_from_pvalue,putative periplasmic protein,putative homeobox protein,NC_000913.3:784936-785317,-,-,-,-,-,-,-
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ydcC,ydcC,0.6283402,0.2826478704327051,1.2164254201800002,0.4754713106672766,0.6614994609658486,0.05072695614792286,BH_from_pvalue,H repeat-associated putative transposase,H repeat-associated protein (ORF-H),NC_000913.3:1531815-1532952,16129419,"(Unknown) [X] Mobilome: prophages, transposons",[COG5433] Predicted transposase YbfD/YdcC associated with H repeats,947435,NP_415977.1,378,H repeat-associated putative transposase
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,envY,envY,1.1617844,-0.2754850965054515,0.8261724765063773,0.4657910306123863,0.6551031998364831,0.050603934309465096,BH_from_pvalue,porin thermoregulatory transcriptional activator,envelope protein%3B thermoregulation of porin biosynthesis,NC_000913.3:586146-586908,16128549,(INFORMATION STORAGE AND PROCESSING) [K] Transcription,[COG2207] AraC-type DNA-binding domain and AraC-containing proteins,949114,NP_415098.1,253,porin thermoregulatory transcriptional activator
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,yjgL,yjgL,4.634944,0.32830480530142214,1.2555372268092087,0.525744643171152,0.7014885673798972,0.050552177778045666,BH_from_pvalue,SopA-central-domain-like hexapeptide repeat protein,,NC_000913.3:4475436-4477251,-,-,-,-,-,-,-
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,yiaA,yiaA,2.631164,-0.3313668717723517,0.7947831149748557,0.5286808392016831,0.704275013801883,0.050453164111286815,BH_from_pvalue,YiaAB family inner membrane protein%2C tandem domains,,NC_000913.3:3726923-3727361,90111616,(POORLY CHARACTERIZED) [S] Function unknown,[COG4682] Uncharacterized membrane protein YiaA,948078,NP_418019.4,145,"YiaAB family inner membrane protein, tandem domains"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,rhaR,rhaR,4.594194,-0.2334764512641434,0.8505827774311681,0.40746668630421523,0.6083305457499552,0.05039831455979232,BH_from_pvalue,transcriptional activator of rhaSR,positive regulator for rhaRS operon,NC_000913.3:4098645-4100525,171701684,(INFORMATION STORAGE AND PROCESSING) [K] Transcription,"[COG4977] Transcriptional regulator GlxA family, contains an amidase domain and an AraC-type DNA-binding HTH domain",948396,NP_418342.2,282,transcriptional activator of rhaSR
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,murR,murR,3.03319,0.18205535826246444,1.1344990164430404,0.3195305710197573,0.5301253840694891,0.05017835270195276,BH_from_pvalue,repressor for murPQ%2C MurNAc 6-P inducible,,NC_000913.3:2544751-2545609,16130352,(INFORMATION STORAGE AND PROCESSING) [K] Transcription,"[COG1737] DNA-binding transcriptional regulator, MurR/RpiR family, contains HTH and SIS domains",946568,NP_416922.1,285,"repressor for murPQ, MurNAc 6-P inducible"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ykfJ,ykfJ,1.2404604,0.35971835316883227,1.28317536814034,0.5565929340690433,0.7253957091555564,0.050153737749296434,BH_from_pvalue,,pseudogene,NC_000913.3:253478-253685,-,-,-,-,-,-,-
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,yceB,yceB,40.19163999999999,-0.24298775412293505,0.8449935568522934,0.4265690995242785,0.62184660152604,0.05013244002851581,BH_from_pvalue,lipoprotein%2C DUF1439 family,,NC_000913.3:1122712-1123273,-,-,-,-,-,-,-
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,hybF,hybF,28.051859999999998,0.3406129997624818,1.266294527029042,0.5408584655453244,0.7136638674000545,0.04990194722526258,BH_from_pvalue,protein involved with the maturation of hydrogenases 1 and 2,may modulate levels of hydrogenease-2,NC_000913.3:3139976-3145140,16130891,(POORLY CHARACTERIZED) [R] General function prediction only,[COG0375] Zn finger protein HypA/HybF (possibly regulating hydrogenase expression),948004,NP_417465.1,113,protein involved with the maturation of hydrogenases 1 and 2
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,tynA,tynA,1.961598,0.2392554066867547,1.180383293317386,0.42296821498285225,0.6187368948589287,0.04988331353758881,BH_from_pvalue,tyramine oxidase%2C copper-requiring,copper amine oxidase (tyramine oxidase),NC_000913.3:1449075-1451349,162135920,"(METABOLISM) [Q] Secondary metabolites biosynthesis, transport and catabolism",[COG3733] Cu2+-containing amine oxidase,945939,NP_415904.3,757,"tyramine oxidase, copper-requiring"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,cmtA,cmtA,1.6314668,0.2892126106295081,1.2219731711510997,0.4868408624179392,0.6722752851999583,0.04987554022676102,BH_from_pvalue,putative mannitol-specific PTS IIB and IIC components,PTS system%2C mannitol-specific enzyme II component%2C cryptic,NC_000913.3:3077470-3078859,16130834,(METABOLISM) [G] Carbohydrate transport and metabolism,"[COG2213] Phosphotransferase system, mannitol-specific IIBC component",945256,NP_417408.1,462,putative mannitol-specific PTS IIB and IIC components
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,moaB,moaB,52.87841999999999,-0.14078481607594018,0.9070256054596753,0.23623396871519825,0.4430654126531098,0.04977195889774867,BH_from_pvalue,inactive molybdopterin adenylyltransferase,moaB is not required for molybdopterin biosynthesis,NC_000913.3:818054-818567,16128750,(METABOLISM) [H] Coenzyme transport and metabolism,[COG0521] Molybdopterin biosynthesis enzyme MoaB,945396,NP_415303.1,170,inactive molybdopterin adenylyltransferase
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ygbM,ygbM,2.398424,0.2687363067914539,1.2047520924456918,0.46304318973715314,0.6531902030132464,0.04970555806386017,BH_from_pvalue,putative hydroxypyruvate isomerase,,NC_000913.3:2864235-2865012,16130646,(METABOLISM) [G] Carbohydrate transport and metabolism,[COG3622] Hydroxypyruvate isomerase,947207,NP_417219.1,258,putative hydroxypyruvate isomerase
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ybgQ,ybgQ,1.175612,0.2799316210543331,1.2141373369604582,0.47895936723184324,0.6653126686165884,0.049540676598287564,BH_from_pvalue,putative outer membrane protein,putative outer membrane protein,NC_000913.3:749721-752169,90111165,(CELLULAR PROCESSES AND SIGNALING) [N] Cell motility; [W] Extracellular structures,[COG3188] Outer membrane usher protein FimD/PapC,946537,NP_415246.2,815,putative outer membrane protein
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,lsrD,lsrD,3.562876,-0.29614264435569915,0.814427033810991,0.4979739463475796,0.6805494411581544,0.049497375841178554,BH_from_pvalue,autoinducer 2 import system permease protein,autoinducer-2 (AI-2)-transporting membrane channel protein%3B membrane component of ABC superfamily,NC_000913.3:1601489-1605039,16129474,(METABOLISM) [G] Carbohydrate transport and metabolism,"[COG1172] Ribose/xylose/arabinose/galactoside ABC-type transport system, permease component",946264,NP_416032.1,330,autoinducer 2 import system permease protein
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,acpT,acpT,8.672342,-0.33101816301208054,0.7949752424333731,0.535306737360598,0.7094586145141121,0.049345848620952905,BH_from_pvalue,4'-phosphopantetheinyl transferase,,NC_000913.3:3612968-3613556,16131347,(METABOLISM) [H] Coenzyme transport and metabolism,[COG2091] Phosphopantetheinyl transferase,947979,NP_417932.1,195,4\'-phosphopantetheinyl transferase
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,waaU,waaU,11.567001999999999,-0.3129715284940442,0.804982023739589,0.5175007219695664,0.6958360659041104,0.04929084530284953,BH_from_pvalue,lipopolysaccharide core biosynthesis,probably hexose transferase%3B lipopolysaccharide core biosynthesis,NC_000913.3:3798238-3799312,16131494,(CELLULAR PROCESSES AND SIGNALING) [M] Cell wall/membrane/envelope biogenesis,[COG0859] ADP-heptose:LPS heptosyltransferase,948147,NP_418080.1,357,lipopolysaccharide core biosynthesis
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ftsW,ftsW,23.731360000000002,0.20051959557656573,1.1491121403509819,0.36405426247934203,0.5682922778955226,0.049213172475075326,BH_from_pvalue,putative lipid II flippase%3B integral membrane protein%3B FtsZ ring stabilizer,cell division%3B membrane protein involved in shape determination,NC_000913.3:97086-100711,16128082,"(CELLULAR PROCESSES AND SIGNALING) [D] Cell cycle control, cell division, chromosome partitioning","[COG0772] Bacterial cell division protein FtsW, lipid II flippase",946322,NP_414631.1,414,putative lipid II flippase; integral membrane protein; FtsZ ring stabilizer
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,chbF,chbF,2.996884,0.26557637619092045,1.2021162152987643,0.462530562728347,0.6526738717168306,0.04921230450854532,BH_from_pvalue,phospho-chitobiase%3B general 6-phospho-beta-glucosidase activity,,NC_000913.3:1817147-1818500,16129688,(METABOLISM) [G] Carbohydrate transport and metabolism,"[COG1486] Alpha-galactosidase/6-phospho-beta-glucosidase, family 4 of glycosyl hydrolase",946266,NP_416248.1,450,phospho-chitobiase; general 6-phospho-beta-glucosidase activity
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,mglC,mglC,11.501004,0.3171651257192418,1.2458800063827662,0.5228654276394358,0.7000892883761709,0.049111930941339955,BH_from_pvalue,methyl-galactoside transporter subunit,methyl-galactoside transport and galactose taxis%3B membrane component of ABC superfamily,NC_000913.3:2236742-2237753,16130086,(METABOLISM) [G] Carbohydrate transport and metabolism,"[COG4211] ABC-type glucose/galactose transport system, permease component",949039,NP_416653.1,336,methyl-galactoside transporter subunit
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,luxS,luxS,121.60346,-0.2844021983612457,0.8210817654831968,0.48716439543568174,0.6723303193574872,0.049035860120313315,BH_from_pvalue,S-ribosylhomocysteine lyase,,NC_000913.3:2814217-2814733,16130599,(CELLULAR PROCESSES AND SIGNALING) [T] Signal transduction mechanisms,"[COG1854] S-ribosylhomocysteine lyase LuxS, autoinducer biosynthesis",947168,NP_417172.1,171,S-ribosylhomocysteine lyase
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ispG,ispG,80.73078000000001,-0.16433795669590356,0.8923379135021514,0.2951787737984644,0.5042785704330942,0.04886252036021076,BH_from_pvalue,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase,,NC_000913.3:2640685-2641804,16130440,(METABOLISM) [I] Lipid transport and metabolism,[COG0821] 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase IspG/GcpE,946991,NP_417010.1,372,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ubiE,ubiE,68.70878,-0.18286035151755176,0.8809546437242497,0.3334737301407598,0.5415587826102223,0.04870565860836279,BH_from_pvalue,bifunctional 2-octaprenyl-6-methoxy-1%2C4-benzoquinone methylase/ S-adenosylmethionine:2-DMK methyltransferase,2-octaprenyl-6-methoxy-1%2C4-benzoquinone --> 2-octaprenyl-3-methyl-6-methoxy-1%2C4-benzoquinone,NC_000913.3:4018854-4019610,49176426,(METABOLISM) [H] Coenzyme transport and metabolism,[COG2226] Ubiquinone/menaquinone biosynthesis C-methylase UbiE,948926,YP_026269.1,251,"bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinone methylase/ S-adenosylmethionine:2-DMK methyltransferase"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,bolA,bolA,52.30440000000001,0.11471835317597989,1.082763644847134,0.1729168480403456,0.37667402659348187,0.048644519496100325,BH_from_pvalue,stationary-phase morphogene%2C transcriptional repressor for mreB%3B also regulator for dacA%2C dacC%2C and ampC,possible regulator of murein genes,NC_000913.3:454471-454789,90111135,(CELLULAR PROCESSES AND SIGNALING) [T] Signal transduction mechanisms,[COG0271] Stress-induced morphogen (activity unknown),947043,NP_414969.4,105,"stationary-phase morphogene, transcriptional repressor for mreB; also regulator for dacA, dacC, and ampC"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,eutM,eutM,13.607418000000001,-0.36115993582431205,0.7785383782402536,0.5661980069759482,0.7337881251470085,0.048550484832218854,BH_from_pvalue,ethanolamine utilization protein%2C putative carboxysome structural protein,detox protein,NC_000913.3:2572156-2572450,90111439,"(METABOLISM) [Q] Secondary metabolites biosynthesis, transport and catabolism; [C] Energy production and conversion",[COG4577] Carboxysome shell and ethanolamine utilization microcompartment protein CcmL/EutN,946942,NP_416952.2,97,"ethanolamine utilization protein, putative carboxysome structural protein"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,arpA,arpA,1.2569678,0.23273986021368387,1.1750644273862882,0.42370199809801745,0.6192781666225783,0.04843647709690629,BH_from_pvalue,ankyrin repeat protein,,NC_000913.3:4218595-4222487,-,-,-,-,-,-,-
